company_ID,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,country,day_of_week
0,474.3174995,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,91,1,1.111996478,0.630490946,526.4694202,17.94292696,915.5870828,20.15488958,2.17556,41.39624,,
1,169.8978286,Private room,FALSE,TRUE,2,TRUE,1,0,10,88,1,1.751839016,0.124017172,320.1275255,10.91046239,794.2773503,17.48448901,2.14906,41.38714,,
2,161.984779,Private room,FALSE,TRUE,4,FALSE,0,1,9,88,1,1.670492897,0.080321976,344.073936,11.72659468,840.6736173,18.50581364,2.15357,41.37859,,
3,367.9568041,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,91,1,1.475846518,0.093106865,400.0574495,13.63460311,946.5898839,20.83735665,2.16839,41.3739,,
4,196.8952917,Private room,FALSE,TRUE,3,FALSE,1,0,9,91,1,1.855452388,0.272486049,346.0422449,11.79367782,792.296039,17.44087426,2.15238,41.37699,,
5,330.9516606,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,100,2,2.565611445,0.701290447,391.0874019,13.32888943,525.5139017,11.56817834,2.18197,41.40842,,
6,141.2712081,Private room,FALSE,TRUE,3,FALSE,0,1,9,86,1,1.648304406,0.089426725,342.5968431,11.67625297,820.9265677,18.07112031,2.15342,41.37912,,
7,173.3888798,Private room,FALSE,TRUE,2,FALSE,0,0,9,96,1,1.474227862,0.590519404,448.4056158,15.2823866,752.7588764,16.57053962,2.18195,41.39691,,
8,225.7546489,Private room,FALSE,TRUE,4,FALSE,1,0,9,84,1,0.962654885,0.356133899,791.8737457,26.98833443,1885.534627,41.50642022,2.17742,41.3805,,
9,150.5806782,Private room,FALSE,TRUE,2,FALSE,1,0,9,91,1,1.819599926,0.285601282,361.1992096,12.31025162,806.2366872,17.74775083,2.157,41.374,,
10,194.3351875,Private room,FALSE,TRUE,2,FALSE,1,0,9,84,1,1.011673848,0.371659718,530.5220848,18.08104831,1189.497813,26.18450776,2.16895,41.37806,,
11,190.8441362,Private room,FALSE,TRUE,2,TRUE,1,0,10,98,1,2.214067239,0.376016848,589.7332965,20.0990619,647.2490052,14.24794263,2.17853,41.40602,,
12,387.5066912,Private room,FALSE,TRUE,2,FALSE,1,0,9,91,1,1.549371862,0.576061136,394.1508318,13.43329606,780.6114289,17.18366003,2.18778,41.3911,,
13,248.5628506,Private room,FALSE,TRUE,2,TRUE,0,0,10,95,1,0.740905293,0.270107576,566.6504595,19.31236159,1145.743939,25.22135035,2.17806,41.38993,,
14,136.3837364,Private room,FALSE,TRUE,3,FALSE,0,1,9,84,1,1.688151565,0.102537309,342.3747476,11.6686836,826.0136878,18.18310348,2.15326,41.37865,,
15,117.997533,Private room,FALSE,TRUE,2,FALSE,1,0,8,84,1,2.577467009,0.050492205,289.9204727,9.88095731,590.0639135,12.98912277,2.14385,41.37486,,
16,150.5806782,Private room,FALSE,TRUE,2,FALSE,1,0,8,87,1,0.250320516,0.252817643,574.4172772,19.57706726,1438.20131,31.65923717,2.16704,41.38741,,
17,1041.496963,Entire home/apt,FALSE,FALSE,6,TRUE,0,0,10,99,3,1.88874022,0.137772591,1335.13085,45.50341274,781.2675685,17.19810368,2.173,41.404,,
18,474.3174995,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,91,1,1.195593534,0.579910584,512.8499885,17.47875476,862.6687049,18.98999322,2.17717,41.39646,,
19,440.8034073,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,92,1,1.61815427,0.594283054,461.3214486,15.72257901,934.6734139,20.57503847,2.16091,41.4,,
20,111.0154304,Private room,FALSE,TRUE,2,FALSE,0,1,9,90,1,1.668920987,0.307089379,1048.128674,35.72191569,795.9437788,17.52117223,2.173,41.402,,
21,691.9263621,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,98,2,1.06810151,0.783681581,555.1122459,18.91912066,1006.29999,22.15175986,2.17052,41.39675,,
22,141.2712081,Private room,FALSE,TRUE,2,FALSE,1,0,8,89,1,1.774774425,0.439447877,356.5515528,12.15185199,795.0579342,17.50167207,2.16554,41.37151,,
23,181.7674029,Private room,FALSE,TRUE,2,FALSE,1,0,9,89,1,0.89364103,0.241525802,904.759065,30.83564818,2068.916259,45.54321433,2.17594,41.38044,,
24,190.8441362,Private room,FALSE,TRUE,2,FALSE,1,0,9,93,1,1.341906011,0.402149965,443.9736023,15.13133643,791.9606442,17.43349118,2.18211,41.39508,,
25,230.1766472,Private room,FALSE,TRUE,3,TRUE,1,0,10,97,1,0.650188901,0.294287971,565.4221815,19.27049989,1124.689366,24.75787439,2.17636,41.39052,,
26,170.1305653,Private room,FALSE,TRUE,2,FALSE,0,0,10,94,1,0.988416436,0.337227311,771.7795048,26.30349029,2156.790639,47.47759989,2.17684,41.37987,,
27,237.3914865,Private room,FALSE,TRUE,2,FALSE,0,0,9,95,1,0.827508464,0.133956039,1372.755389,46.78571771,1979.637978,43.57792459,2.17441,41.38046,,
28,387.5066912,Private room,FALSE,TRUE,2,FALSE,0,0,9,93,1,1.12460837,0.311207498,772.7740862,26.33738723,1798.95851,39.60061344,2.18258,41.38353,,
29,143.3658389,Private room,FALSE,TRUE,2,FALSE,1,0,10,88,1,1.006231651,0.387394585,616.5682855,21.01364161,1281.418836,28.20797237,2.17135,41.37813,,
30,515.046431,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,88,2,0.718342182,0.180512013,927.4266238,31.60819515,1527.064488,33.6153892,2.1713,41.38074,,
31,139.8747876,Private room,FALSE,TRUE,2,TRUE,1,0,10,94,1,1.816213631,0.162683873,1904.395789,64.90488001,770.0655607,16.95151301,2.17345,41.40329,,
32,150.5806782,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,0.958242519,0.238442527,533.7702574,18.19175127,1106.076301,24.34814354,2.18096,41.38969,,
33,159.6574115,Private room,FALSE,TRUE,2,FALSE,0,1,8,86,1,1.749030716,0.212977034,349.4105164,11.90847395,815.5411005,17.9525696,2.154,41.377,,
34,229.2457002,Private room,FALSE,TRUE,2,FALSE,1,0,9,92,1,0.747632962,0.428519288,483.3990154,16.4750181,1176.368784,25.89549742,2.1647,41.38172,,
35,156.1663602,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,1.427120635,0.164548771,359.2601072,12.24416389,869.5279276,19.14098582,2.1561,41.37969,,
36,156.1663602,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,1.467999856,0.13116104,357.1638339,12.17271951,862.2116981,18.97993309,2.15595,41.37922,,
37,127.307003,Private room,FALSE,TRUE,2,FALSE,1,0,7,85,1,1.840700901,0.526939637,514.5478314,17.53661999,663.2337121,14.59981523,2.18117,41.40143,,
38,173.6216166,Private room,FALSE,TRUE,2,FALSE,0,0,9,86,1,0.753710365,0.053187305,2065.07049,70.38093296,1882.606823,41.44197025,2.17354,41.38089,,
39,196.8952917,Private room,FALSE,TRUE,2,FALSE,0,0,9,94,1,1.856139474,0.881962856,448.1979869,15.27531027,771.4294268,16.9815359,2.163,41.403,,
40,144.5295227,Private room,FALSE,TRUE,2,TRUE,1,0,10,98,1,1.900920221,0.311763679,345.3411666,11.76978394,796.9007258,17.54223758,2.15171,41.37698,,
41,139.8747876,Private room,FALSE,TRUE,2,TRUE,0,1,10,97,1,2.013812491,0.245441062,350.0992136,11.93194586,888.8577556,19.56649482,2.15024,41.37678,,
42,902.5531222,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,8,86,3,0.576207115,0.227008862,563.8111343,19.2155928,1151.385054,25.34552865,2.17473,41.39092,,
43,121.4885843,Private room,FALSE,TRUE,2,FALSE,0,0,8,86,1,2.245415266,0.461752258,293.0051045,9.986086536,615.1486938,13.54131598,2.19623,41.39152,,
44,224.5909652,Private room,FALSE,TRUE,2,FALSE,1,0,9,93,1,1.132059291,0.321729179,736.1202059,25.08816388,1750.611248,38.5363414,2.18272,41.38362,,
45,127.307003,Private room,FALSE,TRUE,2,FALSE,1,0,8,87,1,1.271419356,0.354865656,368.5922207,12.56221737,935.9289801,20.60267735,2.15538,41.38402,,
46,242.9771685,Private room,FALSE,TRUE,2,FALSE,1,0,9,91,1,1.169970229,0.345529453,644.1142426,21.95245225,1590.759277,35.01750754,2.18245,41.38231,,
47,381.9210091,Private room,FALSE,TRUE,2,TRUE,0,0,10,96,1,0.976230829,0.222893188,774.6438346,26.40111127,1718.81759,37.83646514,2.17941,41.38192,,
48,173.6216166,Private room,FALSE,TRUE,2,FALSE,0,0,8,89,1,0.945187462,0.243481527,830.6066323,28.30841368,1927.748682,42.43568148,2.17871,41.3817,,
49,730.3279261,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,82,2,1.830897303,0.21134597,1539.990265,52.48535202,775.0108746,17.06037459,2.176,41.403,,
50,589.987665,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,96,1,1.149454342,0.309008276,486.7206866,16.58822601,1246.68352,27.44334116,2.15805,41.39224,,
51,215.2814951,Private room,FALSE,TRUE,2,TRUE,1,0,10,95,1,0.953504876,0.183158759,828.6447106,28.24154822,1613.699649,35.52249572,2.18089,41.38456,,
52,215.2814951,Private room,FALSE,TRUE,2,FALSE,0,1,8,85,1,0.61996348,0.486781896,565.2204728,19.26362533,1321.928136,29.09970674,2.1672,41.38197,,
53,182.9310866,Private room,FALSE,TRUE,2,FALSE,1,0,10,91,1,1.040165364,0.260480189,691.8653609,23.57988738,1386.025124,30.51067872,2.17304,41.37805,,
54,248.5628506,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,1.200493998,0.19607054,637.710692,21.73420892,1350.882839,29.73708889,2.17732,41.37783,,
55,157.5627807,Private room,FALSE,TRUE,2,TRUE,0,0,10,95,1,2.54543729,0.872419081,379.5579373,12.93594668,586.1769258,12.9035582,2.15934,41.40861,,
56,127.307003,Private room,FALSE,TRUE,2,TRUE,1,0,10,93,1,1.763690987,0.33864072,357.205853,12.17415159,811.8268028,17.87080648,2.16265,41.37225,,
57,207.1357088,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,0.555278334,0.2877359,731.6314275,24.93517907,1342.267685,29.54744283,2.17651,41.38817,,
58,185.2584542,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,1.228793005,0.228934604,613.9087038,20.92299877,1349.849171,29.71433467,2.17786,41.37778,,
59,196.8952917,Private room,FALSE,TRUE,2,TRUE,0,0,10,95,1,1.508614613,0.094424949,370.3574231,12.62237831,884.8818181,19.4789722,2.16063,41.37553,,
60,150.5806782,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,1.90175641,0.399137059,321.9261438,10.9717622,737.2151799,16.22837503,2.14972,41.3794,,
61,469.6627644,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,90,1,1.06040381,0.192601615,583.1864084,19.8759334,1336.987146,29.43120191,2.16,41.393,,
62,469.6627644,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,100,1,1.060395022,0.192614339,583.1837955,19.87584434,1336.997298,29.43142539,2.16,41.393,,
63,990.5276142,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,92,3,1.060388208,0.192623834,583.1820885,19.87578617,1337.005513,29.43160622,2.16,41.393,,
64,115.6701655,Private room,FALSE,TRUE,2,FALSE,0,0,8,85,1,2.817926967,0.476050668,282.1234581,9.615222478,499.830565,11.00280906,2.144,41.371,,
65,462.9133987,Private room,FALSE,TRUE,4,FALSE,1,0,10,92,2,1.066655456,0.315285072,696.0498144,23.7225003,1941.054227,42.72857749,2.18002,41.38118,,
66,190.8441362,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,1.414391771,0.179256084,359.4353705,12.25013715,876.9128922,19.30355162,2.156,41.38,,
67,167.8031978,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,1.414399723,0.179246517,359.4349774,12.25012375,876.9075001,19.30343292,2.156,41.38,,
68,185.2584542,Private room,FALSE,TRUE,2,TRUE,0,0,10,96,1,0.456164774,0.322861245,743.5081761,25.33995782,1658.505652,36.50881376,2.17017,41.38303,,
69,156.1663602,Private room,FALSE,TRUE,2,FALSE,1,0,10,88,1,1.414390719,0.179259865,359.4350419,12.25012595,876.9170816,19.30364384,2.156,41.38,,
70,150.5806782,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,0.217536202,0.20646161,576.4104621,19.64499822,1483.144841,32.64858261,2.16778,41.38613,,
71,132.8926851,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,1.414377102,0.179270458,359.4365915,12.25017876,876.9183168,19.30367103,2.156,41.38,,
72,324.2022948,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,10,96,2,1.34243873,0.30574645,360.5123726,12.28684311,939.3538481,20.67806923,2.15524,41.3824,,
73,157.5627807,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,4.345493177,0.508463147,172.9729965,5.895198702,328.1945982,7.224573186,2.21101,41.4112,,
74,231.340331,Private room,FALSE,TRUE,2,FALSE,1,0,9,94,1,0.792730128,0.201335182,542.5183314,18.48989974,1083.903146,23.86004415,2.17819,41.39075,,
75,115.6701655,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,2.09031404,0.127859682,901.5800335,30.72730166,713.2571704,15.7009855,2.17517,41.40556,,
76,205.972025,Private room,FALSE,TRUE,2,TRUE,0,0,10,95,1,0.611575815,0.263605781,826.3000044,28.16163686,1525.433542,33.57948706,2.17018,41.38163,,
77,171.2942491,Private room,FALSE,TRUE,2,FALSE,0,1,8,76,1,0.546395627,0.200254501,509.7243849,17.37222915,1266.067483,27.87004185,2.16501,41.38397,,
78,121.4885843,Private room,FALSE,TRUE,2,FALSE,0,0,9,94,1,1.182954331,0.352411556,474.7888101,16.18156842,851.9058735,18.75307017,2.17969,41.39491,,
79,182.9310866,Private room,FALSE,TRUE,2,FALSE,0,1,7,80,1,1.220873922,0.162576177,378.8098215,12.91044968,939.5739755,20.68291491,2.15795,41.38094,,
80,164.3121465,Private room,FALSE,TRUE,3,FALSE,0,0,9,89,1,1.601386874,0.564388736,463.7276506,15.80458626,971.1504126,21.37800947,2.16072,41.39975,,
81,171.2942491,Private room,FALSE,TRUE,2,FALSE,0,1,7,80,1,0.371300887,0.191477921,542.0263235,18.47313132,1355.066986,29.82919482,2.16565,41.38651,,
82,161.984779,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,0.470120721,0.183837581,744.9781743,25.39005772,1304.877454,28.72436875,2.17534,41.38849,,
83,173.6216166,Private room,FALSE,TRUE,2,FALSE,1,0,9,83,1,1.435399329,0.222104541,372.7504487,12.70393649,895.5015299,19.71274474,2.15988,41.3767,,
84,208.5321293,Private room,FALSE,TRUE,2,FALSE,0,0,10,92,1,1.14251776,0.501732216,591.1781631,20.14830529,1268.333154,27.91991624,2.18366,41.38663,,
85,117.997533,Private room,FALSE,TRUE,2,TRUE,1,0,10,94,1,1.782534172,0.304295495,356.4129778,12.14712913,788.1296326,17.34915883,2.16193,41.37228,,
86,183.8620337,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,1.524644272,0.146693409,372.2454207,12.68672432,900.5924067,19.82481061,2.16203,41.37479,,
87,179.4400354,Private room,FALSE,TRUE,2,FALSE,0,0,9,94,1,1.786689059,0.256771447,356.5312991,12.15116171,781.4066891,17.20116615,2.16113,41.3725,,
88,165.2430935,Private room,FALSE,TRUE,2,TRUE,1,0,9,96,1,1.830408856,0.26285282,900.7424035,30.69875388,755.071156,16.62144001,2.17161,41.40358,,
89,208.5321293,Private room,FALSE,TRUE,2,FALSE,0,0,10,90,1,1.569254979,0.159661217,343.7147678,11.71435365,835.6899273,18.39610729,2.15366,41.3802,,
90,164.3121465,Private room,FALSE,TRUE,2,FALSE,1,0,10,94,1,1.496952804,0.252058928,377.7618203,12.87473211,948.2009097,20.87282029,2.16329,41.37464,,
91,190.8441362,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,1.355339734,0.340393629,372.2814971,12.68795386,904.9988295,19.92180954,2.15849,41.37855,,
92,237.1587497,Private room,FALSE,TRUE,2,FALSE,1,0,9,82,1,0.234488256,0.22908934,685.0782338,23.34857114,1684.396484,37.07875065,2.17265,41.38642,,
93,144.5295227,Private room,FALSE,TRUE,2,FALSE,1,0,8,86,1,2.186083445,0.390551059,590.1084792,20.11184873,626.4440209,13.7899609,2.17892,41.40565,,
94,306.5143017,Private room,FALSE,TRUE,2,TRUE,0,1,10,96,1,1.17480563,0.204398978,512.584341,17.46970107,1202.544199,26.47169887,2.15845,41.39315,,
95,239.4861173,Private room,FALSE,TRUE,2,TRUE,1,0,9,94,1,1.122798867,0.202290004,2934.133441,100,1221.577555,26.89068161,2.16203,41.39527,,
96,195.731608,Private room,FALSE,TRUE,2,TRUE,1,0,10,95,1,1.092117323,0.431853524,664.8701909,22.65984845,1643.829558,36.18574776,2.179,41.38,,
97,185.2584542,Private room,FALSE,TRUE,2,TRUE,1,0,10,96,1,2.220392113,0.359786607,597.664763,20.36937907,627.2509125,13.80772306,2.17821,41.40616,,
98,249.9592711,Private room,FALSE,TRUE,2,TRUE,1,0,9,95,1,1.097958603,0.161250897,575.463355,19.61271928,1351.097613,29.74181671,2.15971,41.39327,,
99,185.2584542,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,1.092107987,0.431845766,664.8772489,22.66008899,1643.837026,36.18591216,2.179,41.38,,
100,433.8213047,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,91,2,1.98489816,0.296548296,711.123995,24.23625269,699.6770209,15.40204461,2.171,41.405,,
101,127.307003,Private room,FALSE,TRUE,2,FALSE,0,0,10,95,1,1.937591949,0.348145169,363.478992,12.38795029,719.1386864,15.83045577,2.15725,41.37257,,
102,185.2584542,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,2.121738442,0.221552791,771.6531973,26.29918553,667.3429395,14.69027197,2.17676,41.40556,,
103,289.2917821,Private room,FALSE,TRUE,2,FALSE,1,0,8,88,1,0.951693789,0.350691481,805.8395477,27.46431149,1866.859984,41.09533386,2.17739,41.38061,,
104,127.307003,Private room,FALSE,TRUE,2,FALSE,0,0,9,84,1,0.881311815,0.113579556,531.1118167,18.10114732,1081.91133,23.81619814,2.17913,41.39112,,
105,320.4785068,Private room,FALSE,TRUE,2,TRUE,1,0,10,99,1,0.971102586,0.301893149,413.6040445,14.09629292,1083.89105,23.85977789,2.15877,41.38494,,
106,299.5321991,Private room,FALSE,TRUE,3,FALSE,1,0,10,93,1,1.121631552,0.545954712,442.514005,15.081591,1351.787897,29.75701198,2.15722,41.39018,,
107,239.718854,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,1,1.326596436,0.503921906,412.7729481,14.06796782,1268.034912,27.91335102,2.15531,41.39163,,
108,295.1102009,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,97,1,3.122012294,0.150777204,239.4856293,8.162056504,476.6034012,10.49150769,2.137,41.374,,
109,526.4505318,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,98,3,2.430943445,0.472136014,494.2166538,16.84370066,673.596537,14.8279329,2.17442,41.40878,,
110,703.5631997,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,96,2,1.061608563,0.380853964,494.7654954,16.86240607,1247.097919,27.45246338,2.15864,41.39139,,
111,358.647334,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,76,1,1.29553923,0.164566045,458.0373046,15.61065009,1027.021825,22.60791122,2.17031,41.37547,,
112,196.8952917,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,1.143874559,0.366113535,635.1306802,21.64627796,1643.23397,36.17263703,2.181,41.381,,
113,691.9263621,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,100,2,1.307549507,0.689925653,591.3556144,20.15435311,891.6258463,19.62742902,2.17102,41.39889,,
114,111.0154304,Private room,FALSE,TRUE,2,FALSE,1,0,7,88,1,1.018046966,0.234821359,728.6095173,24.83218749,1765.607672,38.86645884,2.18007,41.38197,,
115,619.0797589,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,85,2,0.582247786,0.355806232,751.7251557,25.62000573,1358.006726,29.89390756,2.17696,41.38749,,
116,200.1536063,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,1.1063666,0.348734868,486.742277,16.58896185,883.7694252,19.45448501,2.17866,41.39468,,
117,455.4658226,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,92,1,1.539725248,0.431803309,781.97628,26.65101284,814.9193253,17.93888241,2.17285,41.40084,,
118,367.4913306,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,96,1,1.783117876,0.185009075,2159.706916,73.606295,780.4094303,17.17921341,2.17382,41.40294,,
119,691.9263621,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,96,2,1.250620556,0.786938087,566.8835111,19.32030436,938.5534742,20.66045054,2.16976,41.3984,,
120,393.0923732,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,100,2,1.675572099,0.311234339,999.4686863,34.06350483,801.5521614,17.64463,2.17263,41.4021,,
121,482.4632858,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,94,2,1.12179721,0.821388298,557.7428776,19.00877683,1025.155985,22.56683833,2.1698,41.39724,,
122,190.8441362,Private room,FALSE,TRUE,2,FALSE,0,0,10,94,1,0.784373673,0.18461112,748.6991206,25.51687357,1600.902396,35.2407888,2.17915,41.38554,,
123,277.6549445,Private room,FALSE,TRUE,5,TRUE,1,0,10,99,2,0.847588035,0.135811763,789.9334068,26.92220456,1635.462457,36.00156211,2.17972,41.38494,,
124,422.4172039,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,93,2,1.98490668,0.296521819,711.1501944,24.23714561,699.6773296,15.40205141,2.171,41.405,,
125,764.7729653,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,89,2,1.986303656,0.498294909,531.3180997,18.10817778,633.700475,13.94969778,2.181,41.403,,
126,161.7520423,Private room,FALSE,TRUE,2,FALSE,0,1,9,87,1,2.820348291,0.581914812,304.6051025,10.38143318,499.9790003,11.00607657,2.18833,41.40847,,
127,185.2584542,Private room,FALSE,TRUE,2,FALSE,1,0,10,94,1,1.94013816,0.483278743,352.7068558,12.02081851,693.7994068,15.27266024,2.16232,41.37065,,
128,155.0026765,Private room,FALSE,TRUE,2,FALSE,1,0,8,76,1,1.590899651,0.388766113,335.7931438,11.44437193,812.4156271,17.88376831,2.15226,41.38198,,
129,652.5938511,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,97,3,2.04990786,0.461523441,583.6388474,19.89135324,632.7555262,13.92889655,2.17997,41.40401,,
130,182.9310866,Private room,FALSE,TRUE,2,FALSE,1,0,9,89,1,0.971889375,0.28635798,853.2224878,29.07919851,2174.943655,47.87720363,2.17574,41.37952,,
131,182.9310866,Private room,FALSE,TRUE,2,FALSE,1,0,10,93,1,0.861204145,0.247921821,772.3750887,26.32378875,1410.233712,31.04358424,2.17166,41.37948,,
132,196.8952917,Private room,FALSE,TRUE,2,FALSE,0,0,10,90,1,2.13589469,0.453561148,490.2498087,16.70850418,600.6096274,13.22126639,2.18166,41.40426,,
133,167.8031978,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,2.350906551,0.867074929,416.3009633,14.18820826,599.6039831,13.19912906,2.1652,41.408,,
134,331.8826076,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,9,95,2,1.69930887,0.330863865,364.0976632,12.4090356,830.257512,18.27652311,2.167,41.372,,
135,127.307003,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,2.070685949,0.24214878,312.7909206,10.66041906,695.9930716,15.32094955,2.1478,41.37889,,
136,173.3888798,Private room,FALSE,TRUE,2,FALSE,1,0,9,93,1,1.230307156,0.405261807,597.0522466,20.34850352,1970.449402,43.37565575,2.18332,41.38241,,
137,337.9337631,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,53,1,1.086061487,0.276527423,683.6300242,23.29921382,1577.196918,34.71895828,2.18109,41.38203,,
138,542.7421044,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,91,1,0.773180316,0.49444733,535.8591961,18.26294567,1064.554173,23.4341137,2.17339,41.39362,,
139,619.0797589,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,91,2,0.737453618,0.45558241,537.8969767,18.33239652,1084.992144,23.88401634,2.1734,41.39327,,
140,593.4787162,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,88,2,0.777630177,0.476020724,531.0024388,18.09741955,1050.753444,23.13031719,2.17415,41.39341,,
141,593.4787162,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,93,2,0.767318289,0.467283239,532.1567839,18.13676149,1057.604556,23.28113126,2.17406,41.39334,,
142,613.2613401,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,84,1,1.078298122,0.154742187,947.3784955,32.28818711,1237.682058,27.24519129,2.16154,41.39446,,
143,433.8213047,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,82,3,2.690027167,0.801392783,364.1161934,12.40966714,506.4695429,11.14895339,2.18214,41.40958,,
144,536.9236856,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,90,2,0.180515227,0.195608806,595.525659,20.29647496,1420.581245,31.27136531,2.16849,41.38829,,
145,619.0797589,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,85,2,0.426250718,0.247301397,1291.874733,44.02917452,1512.186998,33.28788985,2.1751,41.38738,,
146,619.0797589,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,87,2,0.426788946,0.143087789,729.3907268,24.85881237,1317.477393,29.00173219,2.17479,41.38849,,
147,619.0797589,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,89,2,0.562797219,0.276941624,695.8872548,23.71696001,1390.930436,30.61865974,2.17651,41.38846,,
148,453.6039286,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,80,2,0.168140664,0.184185807,625.0147273,21.30150997,1361.221848,29.96468229,2.17147,41.38818,,
149,719.8547723,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,89,2,0.137703113,0.147897336,638.9072791,21.77499054,1373.371084,30.23212437,2.17154,41.3876,,
150,433.8213047,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,95,1,0.581353399,0.119308986,1051.781582,35.8464127,1826.415341,40.20502278,2.1728,41.38234,,
151,672.376475,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,82,2,0.420291412,0.303975937,781.8296999,26.64601715,1590.747387,35.01724581,2.17294,41.38406,,
152,481.299602,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,89,1,0.916032159,0.287971593,704.3197849,24.00435424,1364.797528,30.04339401,2.16212,41.39286,,
153,287.1971513,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,79,1,1.072192193,0.327802031,690.4478104,23.53157497,1721.062348,37.88587916,2.17743,41.37926,,
154,161.984779,Private room,FALSE,TRUE,2,TRUE,0,0,10,99,1,1.720564636,0.316651326,355.4130596,12.1130503,836.3125904,18.40981402,2.1555,41.37615,,
155,237.1587497,Private room,FALSE,TRUE,2,FALSE,1,0,10,96,1,0.812220372,0.173476176,998.1697701,34.01923567,2104.462082,46.3256873,2.17534,41.38102,,
156,277.6549445,Private room,FALSE,TRUE,2,FALSE,0,0,9,88,1,0.818803635,0.559415864,520.9299302,17.75413221,1274.360278,28.0525918,2.1668,41.38017,,
157,237.1587497,Private room,FALSE,TRUE,2,FALSE,0,0,10,91,1,1.309471002,0.236985501,365.8193673,12.46771405,915.5547418,20.15417765,2.15617,41.38162,,
